bytes_sent,index,source_port,destination_ip,log_level,system_type,action,timestamp,destination_port,host_name,domain_name,response_code,bytes_received,query_duration,event_id,description,direction,status,response,application,service_name,process_id,protocol,rule_id,severity,query_type,message,user_id,session_duration,source_ip
,System Log,,172.29.209.147,ERROR,windows,,2025-09-29T23:38:58.953336,,WIN-3924,,,,,e91bc91b-1427-4fc9-86a7-c96ca75c4935,,,,,,postgresql,29117,,,ERROR,,Update installed,,,10.241.174.127
,Firewall,9563,172.28.67.7,,,deny,2025-09-29T23:40:49.402308,3306,,,,,,94ae7fd9-191f-4afd-ad42-3fa077525069,,outbound,,,,,,TCP,FW_RULE_1064,critical,,,,,192.216.71.28
,DNS,,195.253.45.72,,,,2025-09-29T23:34:20.929147,,,wiki.internal.net,3,,0.313,558b07ce-aa8b-4e7a-bab9-69dddb8ee5a2,,,,NXDOMAIN,,,,,,info,TXT,,,,192.168.131.31
,Security,,192.168.220.74,,,login,2025-09-30T00:01:56.466590,,,,,,,6bebf2e6-57af-4e94-8f59-ae52ec2965e5,successful login for user on zoom,,success,,firefox,,,,,critical,,,user68,,192.168.92.57
1311839,Network,57382,172.31.17.220,,,,2025-09-29T23:36:17.301459,3306,,,,387798,,0ce88fe2-7eae-4e35-a594-3ccc9fc55868,,,,,,,,TCP,,info,,,,286.933,10.29.30.132
,System Log,,192.168.10.51,WARNING,linux,,2025-09-30T00:03:45.630092,,LNX-5668,,,,,ec7a46c2-c96a-46a5-b281-305ac274985c,,,,,,httpd,27691,,,CRITICAL,,Configuration reload,,,192.168.87.144
,Firewall,8487,192.168.114.64,,,deny,2025-09-30T00:27:19.820421,53,,,,,,0d948b62-926f-41b8-9b3e-1e957ec6c9dd,,inbound,,,,,,UDP,FW_RULE_1050,info,,,,,192.168.216.58
,DNS,,9.135.40.60,,,,2025-09-30T00:01:22.142447,,,dev.company.local,0,,0.807,f195076c-801c-4e85-9c45-cbe5ba25a20e,,,,NOERROR,,,,,,info,AAAA,,,,172.28.176.118
,Security,,172.26.140.153,,,logout,2025-09-30T00:29:02.923383,,,,,,,002ac0b6-ee02-487f-9aac-56a1e0bf1220,session timeout for user on slack,,success,,vpn,,,,,low,,,user17,,192.168.97.11
597741,Network,51526,192.168.104.95,,,,2025-09-30T00:05:40.125337,80,,,,233512,,47adcbe9-76a5-42bf-a9d4-0b40de9404f2,,,,,,,,UDP,,info,,,,256.392,173.78.29.21
,System Log,,192.168.25.232,ERROR,windows,,2025-09-29T23:59:18.094514,,WIN-9548,,,,,bdcd6af1-34e6-49d0-8dc6-66e8a9c7b0fc,,,,,,postgresql,48647,,,ERROR,,Configuration changed,,,10.191.136.69
,Firewall,12552,10.85.200.82,,,deny,2025-09-30T00:09:56.198910,53,,,,,,6f167511-0aad-4fa3-a251-60f8237fad5e,,inbound,,,,,,UDP,FW_RULE_6444,info,,,,,192.168.61.183
,DNS,,16.91.35.104,,,,2025-09-29T23:51:21.031754,,,example.com,0,,0.684,07d61d30-43d6-4711-ab87-67a72cd9d039,,,,NOERROR,,,,,,info,MX,,,,10.131.12.159
,Security,,10.245.136.177,,,password_change,2025-09-29T23:51:22.811939,,,,,,,dec47b7b-69af-4e5a-b3ef-fef65f1f7a17,system enforced for user on vpn,,success,,firefox,,,,,critical,,,user56,,10.177.108.39
1280128,Network,53558,192.168.212.255,,,,2025-09-29T23:56:09.433800,25,,,,987004,,eda47f6a-229e-46de-a4be-9e3f7705c776,,,,,,,,UDP,,info,,,,94.082,10.37.119.210
,System Log,,172.28.172.36,INFO,windows,,2025-09-30T00:04:39.333619,,WIN-9786,,,,,eb265a5e-314a-4555-832c-6ba194c4d369,,,,,,httpd,30820,,,INFO,,Service started,,,10.161.122.251
,Firewall,61640,10.91.179.186,,,deny,2025-09-30T00:12:46.949220,3389,,,,,,7a15a0e1-feeb-4446-8d4b-5ff3fe9f42d4,,outbound,,,,,,UDP,FW_RULE_5871,warning,,,,,192.168.88.224
,DNS,,70.123.250.188,,,,2025-09-30T00:33:33.407172,,,dev.company.local,0,,0.751,0880ec1f-ac80-4c71-ae15-9471460d928f,,,,NOERROR,,,,,,info,TXT,,,,172.23.127.210
,Security,,172.31.161.249,,,password_change,2025-09-29T23:55:14.304079,,,,,,,9730fc92-553c-4282-97c8-4e39aa9e1079,user initiated for user on chrome,,success,,outlook,,,,,low,,,user52,,192.168.83.90
396810,Network,50696,172.30.172.132,,,,2025-09-29T23:50:23.437866,443,,,,1411475,,8c975330-3e31-4314-91f9-bb299bd3fae2,,,,,,,,UDP,,info,,,,270.202,192.168.207.90
,System Log,,10.238.240.190,WARNING,windows,,2025-09-29T23:51:48.447425,,WIN-9645,,,,,73131f70-57cc-452e-b760-42445b4ee45d,,,,,,httpd,47904,,,CRITICAL,,Configuration changed,,,172.25.225.137
,Firewall,6316,192.168.233.32,,,drop,2025-09-29T23:54:26.496362,80,,,,,,2e544050-1fbf-43a2-b526-cea2046386e9,,outbound,,,,,,UDP,FW_RULE_9140,info,,,,,203.83.139.195
,DNS,,3.192.143.255,,,,2025-09-29T23:56:53.667827,,,test.org,0,,0.03,f3652851-275a-4aae-a4c3-c3650308569f,,,,NOERROR,,,,,,info,MX,,,,172.29.169.92
,Security,,10.20.255.213,,,login,2025-09-30T00:50:41.443600,,,,,,,9868eecc-70d6-4c21-b868-754f526e27ac,account locked for user on outlook,,success,,slack,,,,,low,,,user44,,192.168.89.135
377193,Network,8260,10.17.67.126,,,,2025-09-30T00:16:18.051707,55179,,,,180360,,5c7c3604-9f93-4135-b408-a74e1996a368,,,,,,,,UDP,,info,,,,237.971,67.17.34.103
,System Log,,10.70.188.119,ERROR,windows,,2025-09-30T00:35:42.164355,,WIN-6241,,,,,89080a5c-d1b8-4e39-bb08-7ac6106046d1,,,,,,nginx,1926,,,WARNING,,Group membership changed,,,10.62.181.190
,Firewall,60085,172.31.87.189,,,deny,2025-09-30T01:00:11.120659,80,,,,,,7dc61538-cc72-46cd-811b-bcfdccd10eb7,,inbound,,,,,,TCP,FW_RULE_5587,critical,,,,,10.14.45.196
,DNS,,142.253.38.121,,,,2025-09-30T00:34:44.784065,,,company.local,0,,0.601,785f585a-f951-4cfa-af02-04e0febde9da,,,,NOERROR,,,,,,info,MX,,,,172.25.218.43
,Security,,10.111.79.160,,,logout,2025-09-30T00:54:59.967691,,,,,,,fff7f54f-022c-433e-b793-6d49583189ae,session timeout for user on outlook,,success,,ssh,,,,,critical,,,user57,,172.27.71.179
1008012,Network,62484,10.61.228.175,,,,2025-09-30T00:39:03.342355,3389,,,,1119984,,2ac51db4-23d6-407a-b06e-616e53334522,,,,,,,,UDP,,info,,,,226.141,140.14.73.0
,System Log,,10.154.138.167,INFO,windows,,2025-09-30T00:55:47.933639,,WIN-6249,,,,,5cffdc9d-4166-4143-b652-c1b8831b6de9,,,,,,httpd,41065,,,WARNING,,Update installed,,,192.168.86.110
,Firewall,3051,192.168.225.235,,,deny,2025-09-30T00:50:10.135899,3306,,,,,,285195cc-f5e3-4cd1-8b15-e5d5d5209ac2,,outbound,,,,,,TCP,FW_RULE_6840,info,,,,,172.19.187.40
,DNS,,233.126.89.123,,,,2025-09-30T00:44:47.121729,,,wiki.internal.net,0,,0.405,fc895f43-f047-47f9-8615-deef111bfa58,,,,NOERROR,,,,,,info,NS,,,,10.160.140.195
,Security,,10.251.248.142,,,login,2025-09-30T00:12:53.997195,,,,,,,2f0318b4-c122-4262-95e7-5fe573300b38,successful login for user on firefox,,success,,zoom,,,,,high,,,user83,,192.168.179.33
249173,Network,61947,172.22.52.65,,,,2025-09-30T00:49:49.561143,80,,,,1432493,,53956e6e-45a7-4162-ba38-fbc9797dd0d3,,,,,,,,TCP,,info,,,,75.744,51.246.189.247
,System Log,,10.226.85.65,ERROR,windows,,2025-09-30T01:00:46.034296,,WIN-4554,,,,,b183ee8c-b449-4463-88cd-1e5ac4a301f2,,,,,,nginx,946,,,WARNING,,Update installed,,,172.24.246.77
,Firewall,35474,192.168.70.247,,,drop,2025-09-30T00:11:41.124216,25,,,,,,a10df5da-fcfc-46f1-973f-a601420de924,,outbound,,,,,,UDP,FW_RULE_9715,critical,,,,,192.168.134.118
,DNS,,233.145.29.22,,,,2025-09-30T00:50:09.121820,,,example.com,0,,0.318,1f869aa3-968a-441d-bade-88f06ddfdd4f,,,,NOERROR,,,,,,info,A,,,,172.20.56.194
,Security,,192.168.61.178,,,password_change,2025-09-30T00:52:10.321960,,,,,,,bbda1d11-cdb4-48e6-83cf-505baa6cf050,system enforced for user on vpn,,success,,outlook,,,,,high,,,user30,,10.16.153.120
1105078,Network,41186,10.83.37.16,,,,2025-09-30T00:21:42.119948,26540,,,,835970,,291a552e-8f40-4539-9b1a-6cd3566b882a,,,,,,,,ICMP,,info,,,,274.551,10.192.209.242
,System Log,,192.168.140.183,INFO,windows,,2025-09-30T00:33:22.961700,,WIN-1630,,,,,fbe885ec-7096-4a0d-be96-d22c7a153949,,,,,,sshd,56130,,,DEBUG,,Configuration changed,,,172.19.29.196
,Firewall,55405,192.168.154.252,,,allow,2025-09-30T00:35:22.470703,53,,,,,,cfc4dcf7-81cc-4d32-bf73-dcfaec6c8977,,inbound,,,,,,UDP,FW_RULE_8140,warning,,,,,209.187.216.55
,DNS,,9.191.139.173,,,,2025-09-30T00:21:42.922971,,,dev.company.local,0,,0.968,84617768-fbf9-489d-8474-746ac8a99244,,,,NOERROR,,,,,,info,A,,,,10.124.185.61
,Security,,10.37.91.79,,,logout,2025-09-30T00:28:06.173553,,,,,,,9e7373a1-74d6-4e6b-b373-38353bd8a1f3,session timeout for user on outlook,,success,,zoom,,,,,medium,,,user20,,10.228.167.174
1101043,Network,53946,192.168.56.251,,,,2025-09-30T00:13:20.347831,25,,,,528999,,8df0a2a2-1c04-4625-926f-a341cf475d57,,,,,,,,ICMP,,info,,,,296.347,192.168.224.51
,System Log,,192.168.105.58,INFO,linux,,2025-09-30T00:47:03.774020,,LNX-6459,,,,,54b44e2e-b0aa-4f20-abbb-9d5f88d1c639,,,,,,postgresql,11257,,,ERROR,,Password authentication,,,172.28.187.50
,Firewall,1512,10.244.17.163,,,allow,2025-09-30T00:21:30.142368,53,,,,,,f0f9a6fa-d582-4951-84e2-8a5c73bccbe1,,inbound,,,,,,UDP,FW_RULE_1727,info,,,,,208.101.158.227
,DNS,,84.64.26.216,,,,2025-09-30T01:03:18.146452,,,company.local,0,,0.439,26aee93d-5590-4446-bd5a-50af3e32034e,,,,NOERROR,,,,,,info,CNAME,,,,172.30.202.9
,Security,,172.23.188.228,,,logout,2025-09-30T00:39:14.283211,,,,,,,71c9bcbb-dc98-4fc1-94d8-2c136931d182,user initiated for user on vpn,,success,,vpn,,,,,low,,,user40,,172.27.39.105
778071,Network,63416,172.24.16.98,,,,2025-09-30T00:33:56.759453,5432,,,,125031,,777c5d10-0653-422c-988e-5adb3d3c5bac,,,,,,,,TCP,,info,,,,244.244,236.188.140.147
,System Log,,10.219.151.122,INFO,windows,,2025-09-30T00:22:52.136029,,WIN-3864,,,,,53c6a958-6dfb-49d6-b0b8-4f8313bace3a,,,,,,nginx,40298,,,INFO,,Update installed,,,10.221.232.230
,Firewall,26652,10.186.99.19,,,drop,2025-09-30T01:47:06.902868,3306,,,,,,68089821-deb9-4766-a78e-675c985388e4,,inbound,,,,,,UDP,FW_RULE_9831,info,,,,,157.10.46.202
,DNS,,134.71.112.218,,,,2025-09-30T01:07:57.301946,,,dev.company.local,0,,0.075,da8d7474-8256-47a7-bef4-e9eef38d9310,,,,NOERROR,,,,,,info,AAAA,,,,172.24.136.115
,Security,,192.168.132.153,,,file_access,2025-09-30T01:48:19.539503,,,,,,,37febe04-e6fb-4ab0-bfc1-a3e745e2316e,execute for user on vpn,,success,,zoom,,,,,medium,,,user12,,10.170.134.28
550797,Network,21986,10.114.69.164,,,,2025-09-30T01:32:26.380120,6286,,,,274374,,926a609e-8e07-4fae-9109-74dfd67f1d05,,,,,,,,UDP,,info,,,,198.547,10.165.225.12
,System Log,,172.16.53.77,ERROR,linux,,2025-09-30T01:56:04.801940,,LNX-9358,,,,,966921da-6262-4851-be50-6eb9285aa7b5,,,,,,httpd,20535,,,WARNING,,Process terminated,,,10.219.150.212
,Firewall,1608,10.187.235.230,,,allow,2025-09-30T01:47:59.314843,5432,,,,,,4ccf6b46-fc5f-425b-b2a5-6f590d74fd0e,,outbound,,,,,,TCP,FW_RULE_3530,info,,,,,79.137.177.164
,DNS,,155.151.220.182,,,,2025-09-30T01:15:42.621045,,,mail.company.local,0,,0.249,081c4fdb-d4b6-47b0-8183-b26dd380210c,,,,NOERROR,,,,,,info,MX,,,,192.168.23.188
,Security,,10.182.191.91,,,file_access,2025-09-30T01:34:32.712276,,,,,,,ceaafefd-593a-443e-a8e4-a0b1450dd188,execute for user on firefox,,success,,slack,,,,,low,,,user47,,192.168.40.44
1286520,Network,55939,192.168.54.170,,,,2025-09-30T01:46:33.599014,80,,,,1232497,,90cb4a95-c43b-4d20-b299-d25b5920a6c2,,,,,,,,ICMP,,info,,,,16.634,135.171.97.209
,System Log,,10.222.118.0,ERROR,linux,,2025-09-30T01:24:19.516626,,LNX-6655,,,,,df8c8952-3d9d-465f-9271-f9171695df2d,,,,,,mysqld,7491,,,DEBUG,,Service restart,,,192.168.132.53
,Firewall,16038,172.19.87.252,,,allow,2025-09-30T01:35:03.211057,3389,,,,,,2927970d-4393-4d03-9a4d-15617ce8ec98,,inbound,,,,,,UDP,FW_RULE_4710,info,,,,,172.17.111.199
,DNS,,62.216.246.119,,,,2025-09-30T01:13:53.424838,,,internal.net,0,,0.962,261c45af-939f-477f-b088-097ace89c0d5,,,,NOERROR,,,,,,info,CNAME,,,,10.230.254.119
,Security,,10.218.15.162,,,logout,2025-09-30T01:55:56.194586,,,,,,,36c7cfd9-e49d-47f4-8840-83d5ff2576e0,user initiated for user on firefox,,success,,chrome,,,,,medium,,,user80,,10.158.117.11
1166530,Network,62367,172.31.227.22,,,,2025-09-30T01:05:34.919001,5432,,,,821512,,3e34077f-10d5-4670-a9b2-d86039b19bb2,,,,,,,,ICMP,,info,,,,58.603,146.77.242.198
,System Log,,10.6.162.60,INFO,windows,,2025-09-30T02:05:10.566286,,WIN-7152,,,,,3c656e8e-1fbc-46ab-b413-2b4267a94843,,,,,,mysqld,16824,,,CRITICAL,,Boot completed,,,172.26.231.71
,Firewall,6765,192.168.190.65,,,deny,2025-09-30T01:07:35.457512,3306,,,,,,d5bc57d4-4a20-4c76-84a6-8c062b139899,,outbound,,,,,,UDP,FW_RULE_5117,info,,,,,172.26.31.26
,DNS,,49.21.201.68,,,,2025-09-30T02:02:58.096914,,,test.org,0,,0.526,c1200508-4a14-49f7-90a7-95d2da88150d,,,,NOERROR,,,,,,info,CNAME,,,,192.168.236.166
,Security,,192.168.170.124,,,file_access,2025-09-30T01:53:34.238796,,,,,,,8f869aeb-8ef0-4013-9d0d-bc9d118aa9c1,execute for user on vpn,,success,,ssh,,,,,low,,,user43,,10.32.38.223
170296,Network,49188,172.17.35.1,,,,2025-09-30T01:17:27.704942,53,,,,296070,,f7046d52-8443-4a77-93e9-16c0ed335b0b,,,,,,,,ICMP,,info,,,,238.581,152.203.89.46
,System Log,,172.20.250.231,INFO,linux,,2025-09-30T01:21:37.791839,,LNX-9322,,,,,ecb4f41c-6a04-4877-9e49-404d56ba9c98,,,,,,nginx,1302,,,ERROR,,SSH login,,,192.168.49.101
,Firewall,33208,172.16.99.225,,,allow,2025-09-30T01:51:32.559735,3306,,,,,,002e6218-a834-46a4-a8c9-06d106d1b3ee,,outbound,,,,,,UDP,FW_RULE_6350,info,,,,,141.19.68.17
,DNS,,20.7.232.67,,,,2025-09-30T01:22:54.513304,,,wiki.internal.net,0,,0.426,e05f3087-582a-4110-92b4-122662a31952,,,,NOERROR,,,,,,info,MX,,,,10.138.149.199
,Security,,192.168.204.99,,,logout,2025-09-30T01:08:16.214102,,,,,,,68624f66-f466-460c-bac7-55737d42efb0,session timeout for user on outlook,,success,,ssh,,,,,low,,,user54,,172.20.98.184
1370982,Network,52243,172.31.70.151,,,,2025-09-30T01:56:35.090646,53,,,,1386908,,764a294e-06bc-413e-9f1b-b556ff2f26e9,,,,,,,,UDP,,info,,,,84.444,122.153.49.255
,System Log,,172.27.35.16,ERROR,linux,,2025-09-30T01:36:17.367930,,LNX-6997,,,,,52926cc8-770e-4713-a8a4-5cb245ff1a72,,,,,,postgresql,20344,,,CRITICAL,,Process forked,,,172.29.25.9
,Firewall,16720,10.230.194.149,,,deny,2025-09-30T01:41:20.661378,5432,,,,,,770c3c0c-9907-4635-b330-20c131275897,,inbound,,,,,,TCP,FW_RULE_1940,warning,,,,,96.150.33.145
,DNS,,228.151.176.61,,,,2025-09-30T01:27:53.241661,,,wiki.internal.net,0,,0.168,60022fab-837f-4a40-b9d8-d150b2cdd19c,,,,NOERROR,,,,,,info,A,,,,10.42.131.13
,Security,,172.24.166.30,,,password_change,2025-09-30T01:39:20.590693,,,,,,,f1bb1383-1890-4133-9c0b-34f9ca2edaa0,system enforced for user on slack,,success,,ssh,,,,,medium,,,user63,,192.168.83.16
1330164,Network,64801,10.86.202.182,,,,2025-09-30T01:53:39.920580,53,,,,1402893,,fe04996b-6b6c-4092-9718-0b0b1deff717,,,,,,,,ICMP,,info,,,,90.289,192.168.88.173
,System Log,,192.168.27.186,ERROR,linux,,2025-09-30T01:13:16.117846,,LNX-2835,,,,,ac21a412-014c-419e-8874-e472d2f295e3,,,,,,mysqld,21913,,,INFO,,Service restart,,,192.168.241.176
,Firewall,50165,10.49.150.200,,,deny,2025-09-30T02:00:35.485064,5432,,,,,,4068d1ab-66dd-47d0-aced-bd9395ce316c,,inbound,,,,,,ICMP,FW_RULE_5274,warning,,,,,130.206.205.109
,DNS,,63.73.94.122,,,,2025-09-30T01:22:51.628263,,,example.com,0,,0.824,a8396be2-0d2b-469d-b1b2-0a8b8655767e,,,,NOERROR,,,,,,info,CNAME,,,,192.168.173.51
,Security,,10.32.33.65,,,permission_change,2025-09-30T01:24:41.021425,,,,,,,b8337b88-7b13-456e-875d-401fa6119534,role update for user on zoom,,success,,outlook,,,,,critical,,,user40,,192.168.196.113
1072245,Network,55985,172.31.247.105,,,,2025-09-30T01:47:26.341721,3389,,,,1060510,,63522d41-a5f6-4e09-9c5b-6c62d8152000,,,,,,,,TCP,,info,,,,19.354,16.86.112.243
,System Log,,192.168.82.163,WARNING,windows,,2025-09-30T01:48:10.316293,,WIN-1610,,,,,ba92daa0-a741-4261-b204-874ea1c9a621,,,,,,mysqld,28880,,,CRITICAL,,Group membership changed,,,192.168.205.253
,Firewall,49076,10.125.50.119,,,deny,2025-09-30T02:08:47.023539,53,,,,,,a1e01040-a39f-4082-b255-835180fb5477,,inbound,,,,,,UDP,FW_RULE_5174,critical,,,,,6.66.90.204
,DNS,,182.136.220.237,,,,2025-09-30T01:45:44.543591,,,test.org,0,,0.647,d7e22c8b-20e5-4790-970f-837557adc77b,,,,NOERROR,,,,,,info,MX,,,,10.222.229.8
,Security,,172.16.86.246,,,logout,2025-09-30T01:13:17.466066,,,,,,,dfc91ea2-9772-460b-a9e7-873a73bbbd40,session timeout for user on firefox,,success,,vpn,,,,,critical,,,user65,,192.168.137.78
677076,Network,57010,192.168.103.246,,,,2025-09-30T01:28:17.821985,25,,,,1426711,,842ab80b-0586-48bd-94ea-129b381e9a3f,,,,,,,,UDP,,info,,,,20.448,10.55.9.92
,System Log,,192.168.107.241,ERROR,windows,,2025-09-30T01:29:41.937493,,WIN-5980,,,,,d36b74eb-07f4-4800-b0af-63350560b266,,,,,,postgresql,38260,,,CRITICAL,,User account created,,,192.168.27.203
,Firewall,42931,192.168.54.234,,,drop,2025-09-30T02:02:55.439613,443,,,,,,b8ca5f76-0e80-48f9-b735-70d6f01b9d85,,outbound,,,,,,TCP,FW_RULE_3657,critical,,,,,106.147.251.126
,DNS,,134.119.21.105,,,,2025-09-30T01:18:51.304956,,,company.local,0,,0.631,cb990b42-c6dd-4659-aa0a-58e2e18ffe97,,,,NOERROR,,,,,,info,CNAME,,,,172.29.150.138
,Security,,10.175.224.127,,,file_access,2025-09-30T01:56:00.082080,,,,,,,fe90d36c-3428-423e-b1eb-1b7d88e82459,execute for user on vpn,,success,,zoom,,,,,low,,,user100,,192.168.125.173
1333124,Network,54360,192.168.75.230,,,,2025-09-30T01:22:31.196441,3306,,,,968577,,9de2ddb9-c518-4bb1-9977-35d743c86f66,,,,,,,,ICMP,,info,,,,95.104,172.30.166.38
,System Log,,172.17.65.135,ERROR,windows,,2025-09-30T01:21:11.712873,,WIN-5752,,,,,ee8ce51b-239a-4253-bda9-03e277f16289,,,,,,httpd,26110,,,ERROR,,Service started,,,192.168.65.71
,Firewall,9361,192.168.244.190,,,allow,2025-09-30T01:42:37.420562,80,,,,,,ecc5aadf-3d20-4205-ac39-9b15707a1d97,,inbound,,,,,,UDP,FW_RULE_8294,warning,,,,,7.65.131.239
,DNS,,160.210.105.18,,,,2025-09-30T01:51:40.759226,,,dev.company.local,0,,0.194,ae4ea7b1-2142-4226-8003-af02803885ae,,,,NOERROR,,,,,,info,MX,,,,192.168.135.144
,Security,,172.16.58.128,,,login,2025-09-30T01:20:31.105526,,,,,,,f84b7fae-805d-4c48-9b1b-51cb257b8363,account locked for user on outlook,,success,,slack,,,,,medium,,,user80,,192.168.89.52
346246,Network,59780,192.168.200.41,,,,2025-09-30T02:02:40.192443,25,,,,1067388,,e08dff74-92ab-4688-9361-a220e2415c08,,,,,,,,TCP,,info,,,,194.304,10.13.113.61
,System Log,,172.23.6.228,WARNING,windows,,2025-09-30T01:56:20.213795,,WIN-5290,,,,,a8d44119-af4e-45b2-b61f-7e67c5023188,,,,,,postgresql,20025,,,ERROR,,User account created,,,172.31.211.228
,Firewall,2223,192.168.92.168,,,drop,2025-09-30T01:27:58.392153,25,,,,,,fc8d5bcd-d23c-4251-ad2a-f994b421564f,,inbound,,,,,,ICMP,FW_RULE_1818,warning,,,,,106.221.94.64
,DNS,,19.0.98.119,,,,2025-09-30T02:00:08.844675,,,test.org,0,,0.268,43b2ea20-5559-4f69-8d7d-3f83f0ba2ffe,,,,NOERROR,,,,,,info,MX,,,,192.168.183.201
,Security,,10.138.69.150,,,permission_change,2025-09-30T01:53:02.190600,,,,,,,ecdd46b9-3a0c-4ebf-985a-c8e78a4a5a7c,privilege escalation for user on outlook,,success,,firefox,,,,,high,,,user77,,172.23.84.254
425448,Network,50755,172.27.90.110,,,,2025-09-30T01:12:30.027657,22,,,,1403773,,ba14f4db-7942-4a3c-b641-a2cdfbf6f699,,,,,,,,TCP,,info,,,,207.408,192.168.83.243
,System Log,,192.168.35.62,INFO,linux,,2025-09-30T02:03:02.605944,,LNX-4654,,,,,0071272f-19f3-4197-9b1d-1619027bec78,,,,,,mysqld,429,,,ERROR,,Password authentication,,,10.200.252.166
,Firewall,12523,10.162.103.78,,,deny,2025-09-30T01:51:28.317745,443,,,,,,fb77f0c3-436b-4081-a1a7-2b9181e8510e,,inbound,,,,,,TCP,FW_RULE_8889,warning,,,,,106.176.83.81
,DNS,,202.176.159.44,,,,2025-09-30T01:21:34.489651,,,test.org,0,,0.916,0cb5424e-836a-42b7-bb77-1237a88862f5,,,,NOERROR,,,,,,info,A,,,,172.26.166.35
,Security,,10.244.69.235,,,file_access,2025-09-30T01:58:10.022043,,,,,,,43f1c619-347d-4226-b377-34ee1f141c62,write for user on vpn,,success,,firefox,,,,,critical,,,user98,,172.21.59.240
198576,Network,50819,10.73.136.77,,,,2025-09-30T02:09:20.763415,80,,,,1083367,,86e5f119-49a7-4dfe-9c67-f390d1fd2bf6,,,,,,,,TCP,,info,,,,155.063,156.183.66.144
,System Log,,172.24.192.68,INFO,linux,,2025-09-30T01:57:21.517908,,LNX-5659,,,,,8b5b40da-ecb2-44df-b201-20f4746ede78,,,,,,mysqld,35989,,,INFO,,Process forked,,,192.168.1.166
,Firewall,20364,10.109.126.211,,,deny,2025-09-30T01:42:11.560269,53,,,,,,e8dd64da-9695-4e1a-8a87-c10c61e30a79,,inbound,,,,,,ICMP,FW_RULE_8828,critical,,,,,172.23.2.64
,DNS,,8.192.123.103,,,,2025-09-30T02:01:01.232665,,,mail.company.local,0,,0.041,f36ee965-4850-4ab5-9539-12e0e68cbfcb,,,,NOERROR,,,,,,info,MX,,,,10.145.75.142
,Security,,192.168.13.140,,,logout,2025-09-30T02:13:40.340743,,,,,,,089734d6-38fd-4b20-b0af-14915d98010e,system shutdown for user on ssh,,success,,zoom,,,,,low,,,user68,,10.191.114.204
382841,Network,64897,172.24.77.207,,,,2025-09-30T01:55:49.871935,443,,,,1417709,,5ffb7391-e05c-4d91-a041-85f2eabd250d,,,,,,,,TCP,,info,,,,94.626,10.251.251.118
,System Log,,192.168.29.141,INFO,linux,,2025-09-30T01:25:22.714804,,LNX-2673,,,,,dae30b47-5de7-4601-950b-ad4afa461a72,,,,,,sshd,8316,,,ERROR,,Process terminated,,,10.61.84.152
,Firewall,6084,192.168.135.111,,,deny,2025-09-30T01:33:06.691689,3389,,,,,,02e308f8-d073-4238-8371-49ffafc63199,,outbound,,,,,,UDP,FW_RULE_5072,info,,,,,117.38.107.37
,DNS,,156.249.123.74,,,,2025-09-30T01:21:51.646698,,,dev.company.local,0,,0.635,f2e8bf3c-3c29-4c02-b80a-c8d7a4edaeba,,,,NOERROR,,,,,,info,AAAA,,,,10.90.87.47
,Security,,172.17.72.121,,,login,2025-09-30T01:53:54.162254,,,,,,,47f3baa3-3b18-417c-a626-40da560f9431,failed login for user on firefox,,failure,,vpn,,,,,low,,,user12,,10.200.121.52
805546,Network,51553,172.28.81.234,,,,2025-09-30T01:27:35.467045,3389,,,,570724,,e7845f68-2567-47d1-bbc6-044dbb4ffa99,,,,,,,,UDP,,info,,,,73.934,134.41.174.74
,System Log,,10.15.45.254,INFO,windows,,2025-09-30T01:53:22.998703,,WIN-2566,,,,,3edd7704-b0b1-4f99-8c9c-bd18304d43f4,,,,,,mysqld,30964,,,CRITICAL,,Boot completed,,,10.32.246.73
,Firewall,48271,172.16.115.67,,,deny,2025-09-30T01:38:32.452714,3389,,,,,,f34ab9e5-fc37-414d-9b58-b87061ad3fc2,,outbound,,,,,,UDP,FW_RULE_3126,critical,,,,,174.9.64.184
,DNS,,164.111.6.36,,,,2025-09-30T01:54:58.894503,,,wiki.internal.net,0,,0.87,e2de0ef6-14d5-44b5-adbe-73717ee939cf,,,,NOERROR,,,,,,info,NS,,,,10.185.193.67
,Security,,192.168.53.145,,,permission_change,2025-09-30T01:42:34.753505,,,,,,,dde41650-1465-4d8c-8f18-1457c671aea5,group membership change for user on outlook,,success,,zoom,,,,,medium,,,user86,,10.1.44.28
689108,Network,59847,10.189.155.111,,,,2025-09-30T02:14:11.677851,22,,,,1447612,,81501adf-6904-4f6d-912e-99d3af9910d2,,,,,,,,UDP,,info,,,,231.581,192.168.222.73
,System Log,,172.28.156.4,WARNING,linux,,2025-09-30T02:16:38.529383,,LNX-4116,,,,,9fd3c4e7-4dac-47e0-b275-4ea7bc5dabd2,,,,,,postgresql,6793,,,DEBUG,,Process terminated,,,10.151.166.20
,Firewall,28319,172.27.247.221,,,allow,2025-09-30T01:51:47.758923,53,,,,,,21a8614e-1876-40ea-ab9c-48b7a3eefcf5,,inbound,,,,,,ICMP,FW_RULE_9167,info,,,,,5.252.209.23
,DNS,,234.166.7.156,,,,2025-09-30T01:36:27.623737,,,mail.company.local,0,,0.349,6bb2315b-31dd-4cef-8249-37b574b06023,,,,NOERROR,,,,,,info,AAAA,,,,172.30.10.182
